Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Fiery Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Amethyst Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Rime Ore
chiselsandbits:block_bit:0, Chiseled Bit - Brown Elder Mushroom Cap
chiselsandbits:block_bit:0, Chiseled Bit - Red Elder Mushroom Cap
chiselsandbits:block_bit:0, Chiseled Bit - Elder Mushroom Stem mod.chiselsandbits.pretty.axis-Y
chiselsandbits:block_bit:0, Chiseled Bit - Twilight Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Canopy Tree Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mangrove Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Roots
chiselsandbits:block_bit:0, Chiseled Bit - Roots
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Mazestone
chiselsandbits:block_bit:0, Chiseled Bit - Decorative Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone Mosaic
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone Border
chiselsandbits:block_bit:0, Chiseled Bit - Uncrafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Nagastone Head
chiselsandbits:block_bit:0, Chiseled Bit - Nagastone Head
chiselsandbits:block_bit:0, Chiseled Bit - Timewood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Transwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Minewood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sortingwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Timewood Clock Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Heart of Transformation Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Minewood Core Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sortingwood Engine Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Towerwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Encased Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Infested Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Reappearing Block
chiselsandbits:block_bit:0, Chiseled Bit - Vanishing Block
chiselsandbits:block_bit:0, Chiseled Bit - Locked Vanishing Block
chiselsandbits:block_bit:0, Chiseled Bit - Unlocked Vanishing Block
chiselsandbits:block_bit:0, Chiseled Bit - Carminite Builder
chiselsandbits:block_bit:0, Chiseled Bit - Anti-builder
chiselsandbits:block_bit:0, Chiseled Bit - Ghast Trap
chiselsandbits:block_bit:0, Chiseled Bit - Carminite Reactor
chiselsandbits:block_bit:0, Chiseled Bit - Stronghold Shield Down
chiselsandbits:block_bit:0, Chiseled Bit - Aurora Block
chiselsandbits:block_bit:0, Chiseled Bit - Underbrick
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Underbrick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Underbrick
chiselsandbits:block_bit:0, Chiseled Bit - Weathered Deadrock
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Deadrock
chiselsandbits:block_bit:0, Chiseled Bit - Deadrock
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Aurora Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Trollsteinn
chiselsandbits:block_bit:0, Chiseled Bit - Fluffy Cloud
chiselsandbits:block_bit:0, Chiseled Bit - Giant Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Giant Log
chiselsandbits:block_bit:0, Chiseled Bit - Giant Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Huge Stalk
chiselsandbits:block_bit:0, Chiseled Bit - Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Worn Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Castle Roof Tile
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Thick Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Pillar East/West
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Pillar North/South
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Tile mod.chiselsandbits.pretty.axis-none
chiselsandbits:block_bit:0, Chiseled Bit - Pink Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Blue Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Violet Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cinder Furnace [NYI] South
chiselsandbits:block_bit:0, Chiseled Bit - Cinder Log [NYI] Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Violet Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Pink Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Blue Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ironwood
chiselsandbits:block_bit:0, Chiseled Bit - Block of Fiery Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steeleaf
chiselsandbits:block_bit:0, Chiseled Bit - Block of Arctic Fur
chiselsandbits:block_bit:0, Chiseled Bit - Block of Carminite
chiselsandbits:block_bit:0, Chiseled Bit - Etched Nagastone Down
chiselsandbits:block_bit:0, Chiseled Bit - Nagastone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Etched Nagastone Down
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Nagastone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ruined Etched Nagastone Down
chiselsandbits:block_bit:0, Chiseled Bit - Ruined Nagastone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mirion Block
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - Apple Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Pear Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Peach Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mango Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Lemon Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Coconut Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Banana Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Apple Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Apple Wood North/South
chiselsandbits:block_bit:0, Chiseled Bit - Apple Wood East/West
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood North/South
chiselsandbits:block_bit:0, Chiseled Bit - Mango Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mango Wood North/South
chiselsandbits:block_bit:0, Chiseled Bit - Mango Wood East/West
chiselsandbits:block_bit:0, Chiseled Bit - Lemon Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Lemon Wood North/South
chiselsandbits:block_bit:0, Chiseled Bit - Titanium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lunar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ender Ore
chiselsandbits:block_bit:0, Chiseled Bit - Titanium Block
chiselsandbits:block_bit:0, Chiseled Bit - Lunar Block
chiselsandbits:block_bit:0, Chiseled Bit - Ender Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Cedar Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Red Cedar Plank
chiselsandbits:block_bit:0, Chiseled Bit - Castle Block
chiselsandbits:block_bit:0, Chiseled Bit - Castle Block
chiselsandbits:block_bit:0, Chiseled Bit - Castle Block
chiselsandbits:block_bit:0, Chiseled Bit - Castle Block
chiselsandbits:block_bit:0, Chiseled Bit - Castle Block
chiselsandbits:block_bit:0, Chiseled Bit - Cursed Earth
chiselsandbits:block_bit:0, Chiseled Bit - Soul Stone
chiselsandbits:block_bit:0, Chiseled Bit - Stygian Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Stygian Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Darkstone Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - §9Abyssal Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Dreadstone Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Abyssalnite Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Coralium Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Darkstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Darkstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Darkstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Darkstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Darklands Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - §9Abyssal Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - §9Chiseled Abyssal Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - §9Cracked Abyssal Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Coralium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Abyssalnite Ore
chiselsandbits:block_bit:0, Chiseled Bit - §3Block of Abyssalnite
chiselsandbits:block_bit:0, Chiseled Bit - §bBlock of Refined Coralium
chiselsandbits:block_bit:0, Chiseled Bit - §4Block of Dreadium
chiselsandbits:block_bit:0, Chiseled Bit - §bBlock of Ethaxium
chiselsandbits:block_bit:0, Chiseled Bit - Coralium Infused Stone
chiselsandbits:block_bit:0, Chiseled Bit - Darklands Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Coralium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dreadlands Abyssalnite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dreaded Abyssalnite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dreadstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Dreadstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Dreadstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Abyssalnite Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Abyssalnite Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Abyssalnite Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dreadlands Wood Log Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dreadlands Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Coralium Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Coralium Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Coralium Brick
chiselsandbits:block_bit:0, Chiseled Bit - Nitre Ore
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Nitre Ore
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pearlescent Coralium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Liquified Coralium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Solid lava
chiselsandbits:block_bit:0, Chiseled Bit - §bEthaxium Brick
chiselsandbits:block_bit:0, Chiseled Bit - §bChiseled Ethaxium Brick
chiselsandbits:block_bit:0, Chiseled Bit - §bCracked Ethaxium Brick
chiselsandbits:block_bit:0, Chiseled Bit - §bEthaxium Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - §4Dark Ethaxium Brick
chiselsandbits:block_bit:0, Chiseled Bit - §4Chiseled Dark Ethaxium Brick
chiselsandbits:block_bit:0, Chiseled Bit - §4Cracked Dark Ethaxium Brick
chiselsandbits:block_bit:0, Chiseled Bit - §4Dark Ethaxium Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Fused Abyssal Sand
chiselsandbits:block_bit:0, Chiseled Bit - Dreadlands Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Calcified Stone
chiselsandbits:block_bit:0, Chiseled Bit - Restonia Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Palis Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Diamatine Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Void Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Emeradic Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Enori Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Restonia Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Palis Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Diamatine Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Void Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Emeradic Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Enori Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Ethetic Green Block
chiselsandbits:block_bit:0, Chiseled Bit - Ethetic Quartz
chiselsandbits:block_bit:0, Chiseled Bit - White Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Orange Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Lime Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Pink Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Gray Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Purple Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Brown Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Green Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Red Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Black Lamp
chiselsandbits:block_bit:0, Chiseled Bit - White Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Orange Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Lime Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Pink Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Gray Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Purple Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Blue Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Brown Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Green Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Red Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Black Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Lamp Controller Down
chiselsandbits:block_bit:0, Chiseled Bit - Pillar of Black Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Block of Black Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Black Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Wood Casing
chiselsandbits:block_bit:0, Chiseled Bit - Block of Charcoal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enderpearl
chiselsandbits:block_bit:0, Chiseled Bit - Casing
chiselsandbits:block_bit:0, Chiseled Bit - Ender Casing
chiselsandbits:block_bit:0, Chiseled Bit - Iron Casing
chiselsandbits:block_bit:0, Chiseled Bit - Aether Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Holystone
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Holystone
chiselsandbits:block_bit:0, Chiseled Bit - Holystone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Quicksoil
chiselsandbits:block_bit:0, Chiseled Bit - Ambrosium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Zanite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Skyroot Log Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Skyroot Log Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Skyroot Plank
chiselsandbits:block_bit:0, Chiseled Bit - Zanite Block
chiselsandbits:block_bit:0, Chiseled Bit - Carved Stone
chiselsandbits:block_bit:0, Chiseled Bit - Sentry Stone
chiselsandbits:block_bit:0, Chiseled Bit - Angelic Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Angelic Stone
chiselsandbits:block_bit:0, Chiseled Bit - Hellfire Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Hellfire Stone
